miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum	
MIMAT0017950	hsa-miR-2355-3p	ENSG00000067646	ZFY	protein_coding	chrY	2847437	2847465	2847437	2847465	+	1	0	AGO1-4	0	0	0	1	0	0	0	3	HS5
MIMAT0017950	hsa-miR-2355-3p	ENSG00000131697	NPHP4	protein_coding	chr1	6029149	6029177	6029149	6029177	-	1	0	AGO2	0	0	0	1	0	0	0	3	HEK293
MIMAT0017950	hsa-miR-2355-3p	ENSG00000037637	FBXO42	protein_coding	chr1	16573343	16573371	16573343	16573371	-	2	0	AGO2	0	0	0	1	0	0	0	3	HEK293
MIMAT0017950	hsa-miR-2355-3p	ENSG00000125945	ZNF436	protein_coding	chr1	23686240	23686245	23686240	23686245	-	1	0	AGO2	0	0	1	0	0	0	0	4	HeLa
MIMAT0017950	hsa-miR-2355-3p	ENSG00000125945	ZNF436	protein_coding	chr1	23686632	23686638	23686632	23686638	-	1	0	AGO2	0	0	1	0	0	0	0	4	HEK293
MIMAT0017950	hsa-miR-2355-3p	ENSG00000125945	ZNF436	protein_coding	chr1	23688193	23688198	23688193	23688198	-	2	0	"AGO1,AGO2"	0	0	1	0	0	0	0	4	HEK293
MIMAT0017950	hsa-miR-2355-3p	ENSG00000188529	SRSF10	protein_coding	chr1	24293974	24293980	24293973	24294001	-	2	0	AGO2	0	0	1	1	0	0	0	4	HeLa
MIMAT0017950	hsa-miR-2355-3p	ENSG00000188529	SRSF10	protein_coding	chr1	24296075	24296080	24296075	24296080	-	2	0	"AGO1,AGO2"	0	0	1	0	0	0	0	4	"HEK293,LCL-BACD3"
MIMAT0017950	hsa-miR-2355-3p	ENSG00000127423	AUNIP	protein_coding	chr1	26161895	26161918	26161895	26161918	-	3	0	"AGO1-4,AGO2"	0	1	0	0	0	0	0	0	"HeLa,MCF7"
MIMAT0017950	hsa-miR-2355-3p	ENSG00000120656	TAF12	protein_coding	chr1	28929569	28929575	28929569	28929575	-	1	0	AGO1-4	0	0	1	0	0	0	0	0	MCF7
