miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum	
MIMAT0004921	hsa-miR-889-3p	ENSG00000130827	PLXNA3	protein_coding	chrX	153701383	153701388	153701383	153701388	+	3	0	"AGO1-4,AGO2"	1	0	1	0	0	0	0	3	"HeLa,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000221978	CCNL2	protein_coding	chr1	1322194	1322199	1322194	1322199	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	2	"HEK293S,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000078369	GNB1	protein_coding	chr1	1716772	1716777	1716771	1716799	-	31	0	"AGO1,AGO1-4,AGO2,AGO3"	1	0	0	1	0	1	0	1	"BT474,HEK293,hESCs"
MIMAT0004921	hsa-miR-889-3p	ENSG00000116285	ERRFI1	protein_coding	chr1	8071970	8071975	8071970	8071975	-	7	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	1	"HeLa,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000198793	MTOR	protein_coding	chr1	11167400	11167405	11167400	11167405	-	6	0	AGO2	1	0	0	0	0	0	0	1	HeLa
MIMAT0004921	hsa-miR-889-3p	ENSG00000162545	CAMK2N1	protein_coding	chr1	20809263	20809268	20809263	20809268	-	3	0	AGO1-4	1	0	0	0	0	0	0	5	MCF7
MIMAT0004921	hsa-miR-889-3p	ENSG00000127483	HP1BP3	protein_coding	chr1	21069626	21069632	21069625	21069653	-	8	0	"AGO1-4,AGO2"	1	0	0	1	0	0	0	1	"HeLa,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000090686	USP48	protein_coding	chr1	22054882	22054887	22054882	22054887	-	4	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	2	"HeLa,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000142798	HSPG2	protein_coding	chr1	22149734	22149739	22149734	22149739	-	7	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0004921	hsa-miR-889-3p	ENSG00000142798	HSPG2	protein_coding	chr1	22149746	22149751	22149746	22149751	-	6	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0004921	hsa-miR-889-3p	ENSG00000117318	ID3	protein_coding	chr1	23884473	23884478	23884472	23884500	-	11	0	"AGO1,AGO1-4,AGO2"	1	0	0	1	0	1	0	1	"HEK293,HeLa,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000117614	SYF2	protein_coding	chr1	25549497	25549502	25549497	25549502	-	6	0	"AGO1,AGO2"	1	0	0	0	0	0	0	4	HEK293
MIMAT0004921	hsa-miR-889-3p	ENSG00000117616	RSRP1	protein_coding	chr1	25568927	25568932	25568926	25568954	-	23	3	"AGO1,AGO1-4,AGO2"	1	0	0	1	0	0	0	7	"HEK293,Jijoye,LCL35"
MIMAT0004921	hsa-miR-889-3p	ENSG00000117632	STMN1	protein_coding	chr1	26226634	26226639	26226634	26226639	-	10	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	1	"HEK293,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000198746	GPATCH3	protein_coding	chr1	27217296	27217302	27217296	27217302	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	2	"HeLa,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000116350	SRSF4	protein_coding	chr1	29474363	29474369	29474363	29474369	-	3	0	"AGO1-4,AGO2"	0	0	0	0	0	1	0	2	"HeLa,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000134644	PUM1	protein_coding	chr1	31405398	31405403	31405398	31405403	-	7	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	5	"HEK293S,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000184007	PTP4A2	protein_coding	chr1	32374371	32374376	32374371	32374376	-	21	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	4	"HEK293,HeLa,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000160058	BSDC1	protein_coding	chr1	32830892	32830897	32830892	32830897	-	18	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	4	"HEK293,MCF7,hESCs"
MIMAT0004921	hsa-miR-889-3p	ENSG00000116514	RNF19B	protein_coding	chr1	33402091	33402096	33402091	33402096	-	1	0	AGO1	1	0	0	0	0	0	0	1	HEK293
MIMAT0004921	hsa-miR-889-3p	ENSG00000004455	AK2	protein_coding	chr1	33473604	33473609	33473603	33473631	-	1	0	AGO2	1	0	0	1	0	0	0	10	HEK293
MIMAT0004921	hsa-miR-889-3p	ENSG00000004455	AK2	protein_coding	chr1	33474727	33474732	33474726	33474754	-	4	0	"AGO1-4,AGO2"	1	0	0	1	0	0	0	10	"HeLa,Liver"
MIMAT0004921	hsa-miR-889-3p	ENSG00000004455	AK2	protein_coding	chr1	33476156	33476161	33476155	33476183	-	2	0	AGO2	1	0	0	1	0	0	0	10	HEK293
MIMAT0004921	hsa-miR-889-3p	ENSG00000116560	SFPQ	protein_coding	chr1	35649679	35649684	35649679	35649684	-	11	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	3	"HEK293,LCL35,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000126067	PSMB2	protein_coding	chr1	36067203	36067231	36067203	36067231	-	8	0	"AGO1,AGO1-4,AGO2,AGO3"	0	0	0	1	0	0	0	1	"HEK293,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000126067	PSMB2	protein_coding	chr1	36067599	36067627	36067599	36067627	-	14	0	"AGO1,AGO1-4,AGO2"	0	0	0	1	0	0	0	1	"HEK293,LCL35,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000126067	PSMB2	protein_coding	chr1	36068703	36068731	36068703	36068731	-	32	0	"AGO1,AGO1-4,AGO2"	0	0	0	1	0	0	0	1	"BT474,HEK293,LCL35"
MIMAT0004921	hsa-miR-889-3p	ENSG00000126067	PSMB2	protein_coding	chr1	36101995	36102023	36101995	36102023	-	11	0	"AGO1-4,AGO2"	0	0	0	1	0	0	0	1	"BT474,HeLa"
MIMAT0004921	hsa-miR-889-3p	ENSG00000163877	SNIP1	protein_coding	chr1	38002575	38002580	38002575	38002580	-	6	0	AGO2	1	0	0	0	0	0	0	5	DG75-BCBL-1
MIMAT0004921	hsa-miR-889-3p	ENSG00000188786	MTF1	protein_coding	chr1	38275282	38275287	38275282	38275287	-	1	0	AGO2	1	0	0	0	0	0	0	3	HEK293
MIMAT0004921	hsa-miR-889-3p	ENSG00000188786	MTF1	protein_coding	chr1	38277250	38277255	38277250	38277255	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	3	Jijoye
MIMAT0004921	hsa-miR-889-3p	ENSG00000188786	MTF1	protein_coding	chr1	38279147	38279153	38279147	38279153	-	1	0	AGO2	1	0	0	0	0	0	0	3	HEK293
MIMAT0004921	hsa-miR-889-3p	ENSG00000214114	MYCBP	protein_coding	chr1	39329349	39329355	39329348	39329376	-	9	0	"AGO1-4,AGO2"	1	0	0	1	0	0	0	7	"HeLa,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000198815	FOXJ3	protein_coding	chr1	42642230	42642235	42642230	42642235	-	9	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	2	"HEK293,MCF7,hESCs"
MIMAT0004921	hsa-miR-889-3p	ENSG00000198815	FOXJ3	protein_coding	chr1	42643882	42643888	42643882	42643888	-	2	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0004921	hsa-miR-889-3p	ENSG00000117394	SLC2A1	protein_coding	chr1	43391932	43391937	43391931	43391959	-	12	0	"AGO1-4,AGO2"	1	0	0	1	0	1	0	4	"LCL35,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000117461	PIK3R3	protein_coding	chr1	46507631	46507636	46507631	46507636	-	2	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	6	"HEK293,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000117461	PIK3R3	protein_coding	chr1	46509046	46509051	46509046	46509051	-	4	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	6	"LCL35,MCF7"
MIMAT0004921	hsa-miR-889-3p	ENSG00000159658	EFCAB14	protein_coding	chr1	47141006	47141011	47141005	47141033	-	3	0	AGO2	1	0	0	1	0	1	0	5	HeLa
MIMAT0004921	hsa-miR-889-3p	ENSG00000085832	EPS15	protein_coding	chr1	51820379	51820384	51820378	51820406	-	7	0	"AGO1,AGO1-4,AGO2"	1	0	1	1	0	0	0	2	"HEK293,HeLa,Jijoye"
MIMAT0004921	hsa-miR-889-3p	ENSG00000085832	EPS15	protein_coding	chr1	51820395	51820400	51820394	51820422	-	7	0	"AGO1,AGO1-4,AGO2"	1	0	1	1	0	0	0	2	"HEK293,HeLa,Jijoye"
