#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000012817	KDM5D	protein_coding	chrY	21867752	21867780	21867752	21867780	-	2	0	AGO2	0	0	0	1	0	0	0	0	BC-1
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000107404	DVL1	protein_coding	chr1	1270963	1270968	1270963	1270968	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	HEK293S,HS27a
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162576	MXRA8	protein_coding	chr1	1288593	1288598	1288593	1288598	-	3	0	AGO1-4	1	0	0	0	0	0	0	1	marrow-stromal-cells
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160075	SSU72	protein_coding	chr1	1499816	1499838	1499816	1499838	-	2	0	AGO1-4,AGO2	0	1	0	0	0	0	0	3	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000078369	GNB1	protein_coding	chr1	1718086	1718093	1718086	1718093	-	8	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162591	MEGF6	protein_coding	chr1	3406958	3406963	3406958	3406963	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	HK-2
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000116198	CEP104	protein_coding	chr1	3728699	3728727	3728699	3728727	-	1	0	AGO2	0	0	0	1	0	0	0	4	HEK293
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000116198	CEP104	protein_coding	chr1	3731515	3731520	3731514	3731542	-	5	0	AGO1-4,AGO2	1	0	0	1	0	0	0	4	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000116237	ICMT	protein_coding	chr1	6281892	6281899	6281892	6281899	-	2	0	AGO2	1	0	0	0	0	0	0	5	HEK293S
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000069812	HES2	protein_coding	chr1	6478419	6478424	6478419	6478424	-	1	0	AGO2	1	0	0	0	0	0	0	6	HeLa
